1095	1.2.1.n1	Transferred entry: 1.2.1.77
1096	1.2.1.n2	fatty acyl-CoA reductase
1097	1.2.1.n3	Transferred entry: 1.2.1.86
1098	1.2.2.1	formate dehydrogenase (cytochrome)
1099	1.2.2.2	Deleted entry
1100	1.2.2.3	Transferred entry: 1.17.2.3
1101	1.2.2.4	Deleted entry
1102	1.2.3.1	aldehyde oxidase
1103	1.2.3.2	Transferred entry: 1.17.3.2
1104	1.2.3.3	pyruvate oxidase
1105	1.2.3.4	oxalate oxidase
1106	1.2.3.5	glyoxylate oxidase
1107	1.2.3.6	pyruvate oxidase (CoA-acetylating)
1108	1.2.3.7	indole-3-acetaldehyde oxidase
1109	1.2.3.8	pyridoxal oxidase
1110	1.2.3.9	aryl-aldehyde oxidase
1111	1.2.3.10	Deleted entry
1112	1.2.3.11	Transferred entry: 1.2.3.1
1113	1.2.3.12	Transferred entry: 1.14.13.82
1114	1.2.3.13	4-hydroxyphenylpyruvate oxidase
1115	1.2.3.14	abscisic-aldehyde oxidase
1116	1.2.3.15	(methyl)glyoxal oxidase
1117	1.2.4.1	pyruvate dehydrogenase (acetyl-transferring)
1118	1.2.4.2	oxoglutarate dehydrogenase (succinyl-transferring)
1119	1.2.4.3	Transferred entry: 1.2.4.4
1120	1.2.4.4	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)
1121	1.2.5.1	pyruvate dehydrogenase (quinone)
1122	1.2.5.2	aldehyde dehydrogenase (quinone)
1123	1.2.5.3	aerobic carbon monoxide dehydrogenase
1124	1.2.7.1	pyruvate synthase
1125	1.2.7.2	Deleted entry
1126	1.2.7.3	2-oxoglutarate synthase
1127	1.2.7.4	anaerobic carbon-monoxide dehydrogenase
1128	1.2.7.5	aldehyde ferredoxin oxidoreductase
1129	1.2.7.6	glyceraldehyde-3-phosphate dehydrogenase (ferredoxin)
1130	1.2.7.7	3-methyl-2-oxobutanoate dehydrogenase (ferredoxin)
1131	1.2.7.8	indolepyruvate ferredoxin oxidoreductase
1132	1.2.7.9	Transferred entry: 1.2.7.3
1133	1.2.7.10	oxalate oxidoreductase
1134	1.2.7.11	2-oxoacid oxidoreductase (ferredoxin)
1135	1.2.7.12	formylmethanofuran dehydrogenase
1136	1.2.98.1	formaldehyde dismutase
1137	1.2.99.1	Transferred entry: 1.17.99.4
1138	1.2.99.2	Transferred entry: 1.2.7.4
1139	1.2.99.3	Transferred entry: 1.2.5.2
1140	1.2.99.4	Transferred entry: 1.2.98.1
1141	1.2.99.5	Transferred entry: 1.2.7.12
1142	1.2.99.6	carboxylate reductase
1143	1.2.99.7	aldehyde dehydrogenase (FAD-independent)
1144	1.2.99.8	glyceraldehyde dehydrogenase (FAD-containing)
1145	1.2.99.9	Transferred entry: 1.17.98.3
1146	1.2.99.10	4,4'-diapolycopenoate synthase
1147	1.3.1.1	dihydrouracil dehydrogenase (NAD(+))
1148	1.3.1.2	dihydropyrimidine dehydrogenase (NADP(+))
1149	1.3.1.3	Delta(4)-3-oxosteroid 5beta-reductase
1150	1.3.1.4	Transferred entry: 1.3.1.22
1151	1.3.1.5	cucurbitacin Delta(23)-reductase
1152	1.3.1.6	fumarate reductase (NADH)
1153	1.3.1.7	meso-tartrate dehydrogenase
1154	1.3.1.8	acyl-CoA dehydrogenase (NADP(+))
1155	1.3.1.9	enoyl-[acyl-carrier-protein] reductase (NADH)
1156	1.3.1.10	enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific)
1157	1.3.1.11	2-coumarate reductase
1158	1.3.1.12	prephenate dehydrogenase
1159	1.3.1.13	prephenate dehydrogenase (NADP(+))
1160	1.3.1.14	dihydroorotate dehydrogenase (NAD(+))
1161	1.3.1.15	dihydroorotate dehydrogenase (NADP(+))
1162	1.3.1.16	beta-nitroacrylate reductase
1163	1.3.1.17	3-methyleneoxindole reductase
1164	1.3.1.18	kynurenate-7,8-dihydrodiol dehydrogenase
1165	1.3.1.19	cis-1,2-dihydrobenzene-1,2-diol dehydrogenase
1166	1.3.1.20	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase
1167	1.3.1.21	7-dehydrocholesterol reductase
1168	1.3.1.22	3-oxo-5alpha-steroid 4-dehydrogenase (NADP(+))
1169	1.3.1.23	Deleted entry
1170	1.3.1.24	biliverdin reductase
1171	1.3.1.25	1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase
1172	1.3.1.26	Transferred entry: 1.17.1.8
1173	1.3.1.27	2-hexadecenal reductase
1174	1.3.1.28	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
1175	1.3.1.29	cis-1,2-dihydro-1,2-dihydroxynaphthalene dehydrogenase
1176	1.3.1.30	Transferred entry: 1.3.1.22
1177	1.3.1.31	2-enoate reductase
1178	1.3.1.32	maleylacetate reductase
1179	1.3.1.33	protochlorophyllide reductase
1180	1.3.1.34	2,4-dienoyl-CoA reductase [(2E)-enoyl-CoA-producing]
1181	1.3.1.35	Transferred entry: 1.14.19.22
1182	1.3.1.36	geissoschizine dehydrogenase
1183	1.3.1.37	cis-2-enoyl-CoA reductase (NADPH)
1184	1.3.1.38	trans-2-enoyl-CoA reductase (NADPH)
1185	1.3.1.39	enoyl-[acyl-carrier-protein] reductase (NADPH, Re-specific)
1186	1.3.1.40	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate reductase
1187	1.3.1.41	xanthommatin reductase
1188	1.3.1.42	12-oxophytodienoate reductase
1189	1.3.1.43	arogenate dehydrogenase
1190	1.3.1.44	trans-2-enoyl-CoA reductase (NAD(+))
1191	1.3.1.45	2'-hydroxyisoflavone reductase
1192	1.3.1.46	biochanin-A reductase
1193	1.3.1.47	alpha-santonin 1,2-reductase
1194	1.3.1.48	15-oxoprostaglandin 13-reductase
1195	1.3.1.49	cis-3,4-dihydrophenanthrene-3,4-diol dehydrogenase
1196	1.3.1.50	Transferred entry: 1.1.1.252
1197	1.3.1.51	2'-hydroxydaidzein reductase
1198	1.3.1.52	Transferred entry: 1.3.8.5
1199	1.3.1.53	(3S,4R)-3,4-dihydroxycyclohexa-1,5-diene-1,4-dicarboxylate dehydrogenase
1200	1.3.1.54	precorrin-6A reductase
1201	1.3.1.55	Deleted entry
1202	1.3.1.56	cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase
1203	1.3.1.57	phloroglucinol reductase
1204	1.3.1.58	2,3-dihydroxy-2,3-dihydro-p-cumate dehydrogenase
1205	1.3.1.59	Deleted entry
1206	1.3.1.60	dibenzothiophene dihydrodiol dehydrogenase
1207	1.3.1.61	Deleted entry
1208	1.3.1.62	pimeloyl-CoA dehydrogenase
1209	1.3.1.63	Transferred entry: 1.21.1.2
1210	1.3.1.64	phthalate 4,5-cis-dihydrodiol dehydrogenase
1211	1.3.1.65	5,6-dihydroxy-3-methyl-2-oxo-1,2,5,6-tetrahydroquinoline dehydrogenase
1212	1.3.1.66	cis-dihydroethylcatechol dehydrogenase
1213	1.3.1.67	cis-1,2-dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylatdehydrogenase
1214	1.3.1.68	1,2-dihydroxy-6-methylcyclohexa-3,5-dienecarboxylate dehydrogenase
1215	1.3.1.69	zeatin reductase
1216	1.3.1.70	Delta(14)-sterol reductase
1217	1.3.1.71	Delta(24(24(1)))-sterol reductase
1218	1.3.1.72	Delta(24)-sterol reductase
1219	1.3.1.73	1,2-dihydrovomilenine reductase
1220	1.3.1.74	2-alkenal reductase [NAD(P)(+)]
1221	1.3.1.75	3,8-divinyl protochlorophyllide a 8-vinyl-reductase (NADPH)
1222	1.3.1.76	precorrin-2 dehydrogenase
1223	1.3.1.77	anthocyanidin reductase [(2R,3R)-flavan-3-ol-forming]
1224	1.3.1.78	arogenate dehydrogenase (NADP(+))
1225	1.3.1.79	arogenate dehydrogenase [NAD(P)(+)]
1226	1.3.1.80	Transferred entry: 1.3.7.12
1227	1.3.1.81	(+)-pulegone reductase
1228	1.3.1.82	(-)-isopiperitenone reductase
1229	1.3.1.83	geranylgeranyl diphosphate reductase
1230	1.3.1.84	acrylyl-CoA reductase (NADPH)
1231	1.3.1.85	crotonyl-CoA carboxylase/reductase
1232	1.3.1.86	crotonyl-CoA reductase
1233	1.3.1.87	3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoate dehydrogenase
1234	1.3.1.88	tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]
1235	1.3.1.89	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]
1236	1.3.1.90	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)(+)]
1237	1.3.1.91	tRNA-dihydrouridine(20) synthase [NAD(P)(+)]
1238	1.3.1.92	artemisinic aldehyde Delta(11(13)) reductase
1239	1.3.1.93	very-long-chain enoyl-CoA reductase
1240	1.3.1.94	polyprenol reductase
1241	1.3.1.95	acryloyl-CoA reductase (NADH)
1242	1.3.1.96	Botryococcus squalene synthase
1243	1.3.1.97	botryococcene synthase
1244	1.3.1.98	UDP-N-acetylmuramate dehydrogenase
1245	1.3.1.99	Transferred entry: 1.3.1.122
1246	1.3.1.100	chanoclavine-I aldehyde reductase
1247	1.3.1.101	2,3-bis-O-geranylgeranyl-sn-glycerol 1-phosphate reductase [NAD(P)H]
1248	1.3.1.102	2-alkenal reductase (NADP(+))
1249	1.3.1.103	2-haloacrylate reductase
1250	1.3.1.104	enoyl-[acyl-carrier-protein] reductase
1251	1.3.1.105	2-methylene-furan-3-one reductase
1252	1.3.1.106	cobalt-precorrin-6A reductase
1253	1.3.1.107	sanguinarine reductase
1254	1.3.1.108	caffeoyl-CoA reductase
1255	1.3.1.109	butanoyl-CoA dehydrogenase complex (NAD(+), ferredoxin)
1256	1.3.1.110	Transferred entry: 1.1.1.436
1257	1.3.1.111	geranylgeranyl-bacteriochlorophyllide a reductase
1258	1.3.1.112	anthocyanidin reductase [(2S)-flavan-3-ol-forming]
1259	1.3.1.113	(4-alkanoyl-5-oxo-2,5-dihydrofuran-3-yl)methyl phosphate reductase
1260	1.3.1.114	3-dehydro-bile acid Delta(4,6)-reductase
1261	1.3.1.115	3-oxocholoyl-CoA 4-desaturase
1262	1.3.1.116	7beta-hydroxy-3-oxochol-24-oyl-CoA 4-desaturase
1263	1.3.1.117	hydroxycinnamoyl-CoA reductase
1264	1.3.1.118	meromycolic acid enoyl-[acyl-carrier-protein] reductase
1265	1.3.1.119	chlorobenzene dihydrodiol dehydrogenase
1266	1.3.1.120	cyclohexane-1-carbonyl-CoA reductase (NADP(+))
1267	1.3.1.121	4-amino-4-deoxyprephenate dehydrogenase
1268	1.3.1.122	(S)-8-oxocitronellyl enol synthase
1269	1.3.1.123	7-epi-iridoid synthase
1270	1.3.1.124	2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]
1271	1.3.1.125	acrylate reductase
1272	1.3.1.n1	Transferred entry: 1.3.1.87
1273	1.3.1.n2	Transferred entry: 1.14.19.52
1274	1.3.1.n3	curcumin reductase
1275	1.3.2.1	Transferred entry: 1.3.8.1
1276	1.3.2.2	Transferred entry: 1.3.8.7
1277	1.3.2.3	L-galactonolactone dehydrogenase
1278	1.3.2.4	fumarate reductase (cytochrome)
1279	1.3.3.1	Transferred entry: 1.3.98.1
1280	1.3.3.2	Transferred entry: 1.14.19.20
1281	1.3.3.3	coproporphyrinogen oxidase
1282	1.3.3.4	protoporphyrinogen oxidase
1283	1.3.3.5	bilirubin oxidase
1284	1.3.3.6	acyl-CoA oxidase
1285	1.3.3.7	dihydrouracil oxidase
1286	1.3.3.8	tetrahydroberberine oxidase
1287	1.3.3.9	Transferred entry: 1.14.19.62
1288	1.3.3.10	tryptophan alpha,beta-oxidase
1289	1.3.3.11	pyrroloquinoline-quinone synthase
1290	1.3.3.12	L-galactonolactone oxidase
1291	1.3.3.13	albonoursin synthase
1292	1.3.3.14	aclacinomycin-A oxidase
1293	1.3.3.15	coproporphyrinogen III oxidase (coproporphyrin-forming)
1294	1.3.3.16	oxazoline dehydrogenase
1295	1.3.3.17	benzylmalonyl-CoA dehydrogenase
1296	1.3.4.1	fumarate reductase (CoM/CoB)
1297	1.3.5.1	succinate dehydrogenase
1298	1.3.5.2	dihydroorotate dehydrogenase (quinone)
1299	1.3.5.3	protoporphyrinogen IX dehydrogenase (quinone)
1300	1.3.5.4	Transferred entry: 1.3.5.1
1301	1.3.5.5	15-cis-phytoene desaturase
1302	1.3.5.6	9,9'-di-cis-zeta-carotene desaturase
1303	1.3.7.1	6-hydroxynicotinate reductase
1304	1.3.7.2	15,16-dihydrobiliverdin:ferredoxin oxidoreductase
1305	1.3.7.3	phycoerythrobilin:ferredoxin oxidoreductase
1306	1.3.7.4	phytochromobilin:ferredoxin oxidoreductase
1307	1.3.7.5	phycocyanobilin:ferredoxin oxidoreductase
1308	1.3.7.6	phycoerythrobilin synthase
1309	1.3.7.7	ferredoxin:protochlorophyllide reductase (ATP-dependent)
1310	1.3.7.8	benzoyl-CoA reductase
1311	1.3.7.9	Transferred entry: 1.1.7.1
1312	1.3.7.10	Transferred entry: 1.14.19.8
1313	1.3.7.11	2,3-bis-O-geranylgeranyl-sn-glycero-phospholipid reductase
1314	1.3.7.12	red chlorophyll catabolite reductase
1315	1.3.7.13	3,8-divinyl protochlorophyllide a 8-vinyl-reductase (ferredoxin)
1316	1.3.7.14	3,8-divinyl chlorophyllide a reductase
1317	1.3.7.15	chlorophyllide a reductase
1318	1.3.8.1	short-chain acyl-CoA dehydrogenase
1319	1.3.8.2	4,4'-diapophytoene desaturase (4,4'-diapolycopene-forming)
1320	1.3.8.3	(R)-benzylsuccinyl-CoA dehydrogenase
1321	1.3.8.4	isovaleryl-CoA dehydrogenase
1322	1.3.8.5	short-chain 2-methylacyl-CoA dehydrogenase
1323	1.3.8.6	glutaryl-CoA dehydrogenase (ETF)
1324	1.3.8.7	medium-chain acyl-CoA dehydrogenase
1325	1.3.8.8	long-chain-acyl-CoA dehydrogenase
1326	1.3.8.9	very-long-chain acyl-CoA dehydrogenase
1327	1.3.8.10	cyclohex-1-ene-1-carbonyl-CoA dehydrogenase
1328	1.3.8.11	cyclohexane-1-carbonyl-CoA dehydrogenase (electron-transfeflavoprotein)
1329	1.3.8.12	(2S)-methylsuccinyl-CoA dehydrogenase
1330	1.3.8.13	crotonobetainyl-CoA reductase
1331	1.3.8.14	L-prolyl-[peptidyl-carrier protein] dehydrogenase
1332	1.3.8.15	3-(aryl)acrylate reductase
1333	1.3.8.16	2-amino-4-deoxychorismate dehydrogenase
1334	1.3.8.17	dehydro coenzyme F420 reductase
1335	1.3.98.1	dihydroorotate oxidase (fumarate)
1336	1.3.98.2	Transferred entry: 1.3.4.1
1337	1.3.98.3	coproporphyrinogen dehydrogenase
1338	1.3.98.4	5a,11a-dehydrotetracycline reductase
1339	1.3.98.5	hydrogen peroxide-dependent heme synthase
1340	1.3.98.6	AdoMet-dependent heme synthase
1341	1.3.98.7	[mycofactocin precursor peptide]-tyrosine decarboxylase
1342	1.3.99.1	Deleted entry
1343	1.3.99.2	Transferred entry: 1.3.8.1
1344	1.3.99.3	Transferred entry: 1.3.8.7, 1.3.8.8 and 1.3.8.9
1345	1.3.99.4	3-oxosteroid 1-dehydrogenase
1346	1.3.99.5	3-oxo-5alpha-steroid 4-dehydrogenase (acceptor)
1347	1.3.99.6	3-oxo-5beta-steroid 4-dehydrogenase
1348	1.3.99.7	Transferred entry: 1.3.8.6
1349	1.3.99.8	2-furoyl-CoA dehydrogenase
1350	1.3.99.9	Transferred entry: 1.21.99.1
1351	1.3.99.10	Transferred entry: 1.3.8.4
1352	1.3.99.11	Transferred entry: 1.3.5.2
1353	1.3.99.12	Transferred entry: 1.3.8.5
1354	1.3.99.13	Transferred entry: 1.3.8.8
1355	1.3.99.14	cyclohexanone dehydrogenase
1356	1.3.99.15	Transferred entry: 1.3.7.8
1357	1.3.99.16	isoquinoline 1-oxidoreductase
1358	1.3.99.17	quinoline 2-oxidoreductase
1359	1.3.99.18	quinaldate 4-oxidoreductase
1360	1.3.99.19	quinoline-4-carboxylate 2-oxidoreductase
1361	1.3.99.20	Transferred entry: 1.1.7.1
1362	1.3.99.21	Transferred entry: 1.3.8.3
1363	1.3.99.22	Transferred entry: 1.3.98.3
1364	1.3.99.23	all-trans-retinol 13,14-reductase
1365	1.3.99.24	Transferred entry: 1.3.8.16
1366	1.3.99.25	carvone reductase
1367	1.3.99.26	all-trans-zeta-carotene desaturase
1368	1.3.99.27	1-hydroxycarotenoid 3,4-desaturase
1369	1.3.99.28	phytoene desaturase (neurosporene-forming)
1370	1.3.99.29	phytoene desaturase (zeta-carotene-forming)
1371	1.3.99.30	phytoene desaturase (3,4-didehydrolycopene-forming)
1372	1.3.99.31	phytoene desaturase (lycopene-forming)
1373	1.3.99.32	glutaryl-CoA dehydrogenase (acceptor)
1374	1.3.99.33	urocanate reductase
1375	1.3.99.34	Transferred entry: 1.3.7.11
1376	1.3.99.35	Transferred entry: 1.3.7.15
1377	1.3.99.36	cypemycin cysteine dehydrogenase (decarboxylating)
1378	1.3.99.37	1-hydroxy-2-isopentenylcarotenoid 3,4-desaturase
1379	1.3.99.38	menaquinone-9beta-reductase
1380	1.3.99.39	carotenoid phi-ring synthase
1381	1.3.99.40	carotenoid chi-ring synthase
1382	1.3.99.41	3-(methylsulfanyl)propanoyl-CoA 2-dehydrogenase
1383	1.3.99.n1	3-hydroxybenzoyl-CoA reductase
1384	1.3.99.n2	Transferred entry: 4.1.99.19
1385	1.3.99.n3	Transferred entry: 1.3.99.36
1386	1.4.1.1	alanine dehydrogenase
1387	1.4.1.2	glutamate dehydrogenase
1388	1.4.1.3	glutamate dehydrogenase [NAD(P)(+)]
1389	1.4.1.4	glutamate dehydrogenase (NADP(+))
1390	1.4.1.5	L-amino-acid dehydrogenase
1391	1.4.1.6	Transferred entry: 1.21.4.1
1392	1.4.1.7	serine 2-dehydrogenase
1393	1.4.1.8	valine dehydrogenase (NADP(+))
1394	1.4.1.9	leucine dehydrogenase
1395	1.4.1.10	glycine dehydrogenase
1396	1.4.1.11	L-erythro-3,5-diaminohexanoate dehydrogenase
1397	1.4.1.12	2,4-diaminopentanoate dehydrogenase
1398	1.4.1.13	glutamate synthase (NADPH)
1399	1.4.1.14	glutamate synthase (NADH)
1400	1.4.1.15	lysine dehydrogenase
1401	1.4.1.16	diaminopimelate dehydrogenase
1402	1.4.1.17	N-methylalanine dehydrogenase
1403	1.4.1.18	lysine 6-dehydrogenase
1404	1.4.1.19	tryptophan dehydrogenase
1405	1.4.1.20	phenylalanine dehydrogenase
1406	1.4.1.21	aspartate dehydrogenase
1407	1.4.1.23	valine dehydrogenase (NAD(+))
1408	1.4.1.24	3-dehydroquinate synthase II
1409	1.4.1.25	L-arginine dehydrogenase
1410	1.4.1.26	2,4-diaminopentanoate dehydrogenase (NAD(+))
1411	1.4.1.27	glycine cleavage system
1412	1.4.1.28	secondary-alkyl amine dehydrogenase [NAD(P)(+)]
1413	1.4.2.1	glycine dehydrogenase (cytochrome)
1414	1.4.2.2	nicotine dehydrogenase
1415	1.4.2.3	pseudooxynicotine oxidase
1416	1.4.3.1	D-aspartate oxidase
1417	1.4.3.2	L-amino-acid oxidase
1418	1.4.3.3	D-amino-acid oxidase
1419	1.4.3.4	monoamine oxidase
1420	1.4.3.5	pyridoxal 5'-phosphate synthase
1421	1.4.3.6	Transferred entry: 1.4.3.21 and 1.4.3.22
1422	1.4.3.7	D-glutamate oxidase
1423	1.4.3.8	ethanolamine oxidase
1424	1.4.3.9	Transferred entry: 1.4.3.4
1425	1.4.3.10	putrescine oxidase
1426	1.4.3.11	L-glutamate oxidase
1427	1.4.3.12	cyclohexylamine oxidase
1428	1.4.3.13	protein-lysine 6-oxidase
1429	1.4.3.14	L-lysine oxidase
1430	1.4.3.15	D-glutamate(D-aspartate) oxidase
1431	1.4.3.16	L-aspartate oxidase
1432	1.4.3.17	Transferred entry: 1.3.3.10
1433	1.4.3.18	Deleted entry
1434	1.4.3.19	glycine oxidase
1435	1.4.3.20	L-lysine 6-oxidase
1436	1.4.3.21	primary-amine oxidase
1437	1.4.3.22	diamine oxidase
1438	1.4.3.23	7-chloro-L-tryptophan oxidase
1439	1.4.3.24	Transferred entry: 1.4.2.3
1440	1.4.3.25	L-arginine oxidase
1441	1.4.3.26	pre-mycofactocin synthase
1442	1.4.3.27	homospermidine oxidase
1443	1.4.4.1	Transferred entry: 1.21.4.1
1444	1.4.4.2	glycine dehydrogenase (aminomethyl-transferring)
1445	1.4.5.1	D-amino acid dehydrogenase (quinone)
1446	1.4.7.1	glutamate synthase (ferredoxin)
1447	1.4.9.1	methylamine dehydrogenase (amicyanin)
1448	1.4.9.2	aralkylamine dehydrogenase (azurin)
1449	1.4.98.1	Transferred entry: 1.4.9.1
1450	1.4.99.1	Transferred entry: 1.4.99.6
1451	1.4.99.2	taurine dehydrogenase
1452	1.4.99.3	Transferred entry: 1.4.9.1
1453	1.4.99.4	Transferred entry: 1.4.9.2
1454	1.4.99.5	glycine dehydrogenase (cyanide-forming)
1455	1.4.99.6	D-arginine dehydrogenase
1456	1.5.1.1	1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductas[NAD(P)H]
1457	1.5.1.2	pyrroline-5-carboxylate reductase
1458	1.5.1.3	dihydrofolate reductase
1459	1.5.1.4	Transferred entry: 1.5.1.3
1460	1.5.1.5	methylenetetrahydrofolate dehydrogenase (NADP(+))
1461	1.5.1.6	formyltetrahydrofolate dehydrogenase
1462	1.5.1.7	saccharopine dehydrogenase (NAD(+), L-lysine-forming)
1463	1.5.1.8	saccharopine dehydrogenase (NADP(+), L-lysine-forming)
1464	1.5.1.9	saccharopine dehydrogenase (NAD(+), L-glutamate-forming)
1465	1.5.1.10	saccharopine dehydrogenase (NADP(+), L-glutamate-forming)
1466	1.5.1.11	D-octopine dehydrogenase
1467	1.5.1.12	Transferred entry: 1.2.1.88
1468	1.5.1.13	Transferred entry: 1.17.1.5
1469	1.5.1.14	Transferred entry: 1.5.1.21
1470	1.5.1.15	methylenetetrahydrofolate dehydrogenase (NAD(+))
1471	1.5.1.16	D-lysopine dehydrogenase
1472	1.5.1.17	alanopine dehydrogenase
1473	1.5.1.18	(-)-ephedrine dehydrogenase
1474	1.5.1.19	D-nopaline dehydrogenase
1475	1.5.1.20	methylenetetrahydrofolate reductase [NAD(P)H]
1476	1.5.1.21	1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductase (NADPH)
1477	1.5.1.22	strombine dehydrogenase
1478	1.5.1.23	tauropine dehydrogenase
1479	1.5.1.24	N(5)-(carboxyethyl)ornithine synthase
1480	1.5.1.25	thiomorpholine-carboxylate dehydrogenase
1481	1.5.1.26	beta-alanopine dehydrogenase
1482	1.5.1.27	1,2-dehydroreticulinium reductase (NADPH)
1483	1.5.1.28	opine dehydrogenase
1484	1.5.1.29	Transferred entry: 1.5.1.38, 1.5.1.39 and 1.5.1.41
1485	1.5.1.30	flavin reductase (NADPH)
1486	1.5.1.31	berberine reductase
1487	1.5.1.32	vomilenine reductase
1488	1.5.1.33	pteridine reductase
1489	1.5.1.34	6,7-dihydropteridine reductase
1490	1.5.1.35	Transferred entry: 1.2.1.19
1491	1.5.1.36	flavin reductase (NADH)
1492	1.5.1.37	FAD reductase (NADH)
1493	1.5.1.38	FMN reductase (NADPH)
1494	1.5.1.39	FMN reductase [NAD(P)H]
1495	1.5.1.40	8-hydroxy-5-deazaflavin:NADPH oxidoreductase
1496	1.5.1.41	riboflavin reductase [NAD(P)H]
1497	1.5.1.42	FMN reductase (NADH)
1498	1.5.1.43	carboxynorspermidine synthase
1499	1.5.1.44	festuclavine dehydrogenase
1500	1.5.1.45	FAD reductase [NAD(P)H]
1501	1.5.1.46	agroclavine dehydrogenase
1502	1.5.1.47	dihydromethanopterin reductase [NAD(P)(+)]
1503	1.5.1.48	2-methyl-1-pyrroline reductase
1504	1.5.1.49	1-pyrroline-2-carboxylate reductase [NAD(P)H]
1505	1.5.1.50	dihydromonapterin reductase
1506	1.5.1.51	N-[(2S)-2-amino-2-carboxyethyl]-L-glutamate dehydrogenase
1507	1.5.1.52	staphylopine dehydrogenase
1508	1.5.1.53	methylenetetrahydrofolate reductase (NADPH)
1509	1.5.1.54	methylenetetrahydrofolate reductase (NADH)
1510	1.5.3.1	sarcosine oxidasee (formaldehyde-forming)
1511	1.5.3.2	N-methyl-L-amino-acid oxidase
1512	1.5.3.3	Deleted entry
1513	1.5.3.4	N(6)-methyl-lysine oxidase
1514	1.5.3.5	(S)-6-hydroxynicotine oxidase
1515	1.5.3.6	(R)-6-hydroxynicotine oxidase
1516	1.5.3.7	L-pipecolate oxidase
1517	1.5.3.8	Transferred entry: 1.3.3.8
1518	1.5.3.9	Transferred entry: 1.21.3.3
1519	1.5.3.10	dimethylglycine oxidase
1520	1.5.3.11	Transferred entry: 1.5.3.13, 1.5.3.14, 1.5.3.15, 1.5.3.16 and 1.5.3.17
1521	1.5.3.12	dihydrobenzophenanthridine oxidase
1522	1.5.3.13	N(1)-acetylpolyamine oxidase
1523	1.5.3.14	polyamine oxidase (propane-1,3-diamine-forming)
1524	1.5.3.15	N(8)-acetylspermidine oxidase (propane-1,3-diamine-forming)
1525	1.5.3.16	spermine oxidase
1526	1.5.3.17	non-specific polyamine oxidase
1527	1.5.3.18	L-saccharopine oxidase
1528	1.5.3.19	4-methylaminobutanoate oxidase (formaldehyde-forming)
1529	1.5.3.20	N-alkylglycine oxidase
1530	1.5.3.21	4-methylaminobutanoate oxidase (methylamine-forming)
1531	1.5.3.22	coenzyme F420H2 oxidase
1532	1.5.3.23	glyphosate oxidoreductase
1533	1.5.3.24	sarcosine oxidase (5,10-methylenetetrahydrofolate-forming)
1534	1.5.3.25	fructosyl amine oxidase (glucosone-forming)
1535	1.5.3.26	fructosyl amine oxidase (fructosamine-forming)
1536	1.5.3.n1	Transferred entry: 1.5.3.16
1537	1.5.3.n2	Transferred entry: 1.5.3.16
1538	1.5.3.n3	Transferred entry: 1.5.3.13 and 1.5.3.16
1539	1.5.3.n4	Transferred entry: 1.5.3.13
1540	1.5.3.n5	Transferred entry: 1.5.3.16
1541	1.5.3.n6	Transferred entry: 1.5.3.14 and 1.5.3.15
1542	1.5.3.n7	Transferred entry: 1.5.3.14 and 1.5.3.15
1543	1.5.3.n8	Transferred entry: 1.5.3.14 and 1.5.3.15
1544	1.5.3.n9	Transferred entry: 1.5.3.14 and 1.5.3.15
1545	1.5.3.n10	Transferred entry: 1.5.3.13
1546	1.5.4.1	pyrimidodiazepine synthase
1547	1.5.5.1	electron-transferring-flavoprotein dehydrogenase
1548	1.5.5.2	proline dehydrogenase
1549	1.5.5.3	hydroxyproline dehydrogenase
1550	1.5.7.1	methylenetetrahydrofolate reductase (ferredoxin)
1551	1.5.7.2	coenzyme F420 oxidoreductase (ferredoxin)
1552	1.5.7.3	N,N-dimethylglycine/sarcosine dehydrogenase (ferredoxin)
1553	1.5.8.1	dimethylamine dehydrogenase
1554	1.5.8.2	trimethylamine dehydrogenase
1555	1.5.8.3	sarcosine dehydrogenase
1556	1.5.8.4	dimethylglycine dehydrogenase
1557	1.5.98.1	methylenetetrahydromethanopterin dehydrogenase
1558	1.5.98.2	5,10-methylenetetrahydromethanopterin reductase
1559	1.5.98.3	coenzyme F420:methanophenazine dehydrogenase
1560	1.5.99.1	Transferred entry: 1.5.8.3
1561	1.5.99.2	Transferred entry: 1.5.8.4
1562	1.5.99.3	L-pipecolate dehydrogenase
1563	1.5.99.4	nicotine 6-hydroxylase
1564	1.5.99.5	methylglutamate dehydrogenase
1565	1.5.99.6	spermidine dehydrogenase
1566	1.5.99.7	Transferred entry: 1.5.8.2
1567	1.5.99.8	Transferred entry: 1.5.5.2
